,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
210,39.0,214.0,1174946.0,1175131.0,13601.0,805.0,503.0,1579135.0,25.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5799,0.9459,0.125,0.2174,0.3678,1.0,4.1336,2.243,2.2672,0.054,-0.0929,1.0,0
211,1281.0,1289.0,212793.0,212803.0,56.0,9.0,10.0,5712.0,89.0,117.0,1366.0,0.0,1.0,100.0,0.1127,0.3,0.8,0.0059,0.8889,1.0,1.0,1.7482,0.9031,1.0,0.2,-0.2031,0.1852,1
212,111.0,120.0,68259.0,68288.0,121.0,27.0,32.0,19974.0,151.0,175.0,1353.0,0.0,1.0,100.0,0.1641,0.5364,0.3103,0.0066,0.3333,0.9063,1.0,2.0828,0.9542,1.4624,0.6897,0.2896,0.4317,1
213,35.0,210.0,1029360.0,1029531.0,14963.0,779.0,468.0,1720418.0,22.0,141.0,1398.0,0.0,1.0,40.0,0.0501,0.5,0.9771,0.1252,0.2246,0.3654,0.0,4.175,2.243,2.233,-0.0229,-0.1017,1.0,0
214,1073.0,1094.0,96615.0,96658.0,512.0,55.0,49.0,68556.0,127.0,141.0,1627.0,0.0,1.0,40.0,0.6552,0.433,0.4884,0.0129,0.3818,0.8776,1.0,2.7093,1.3222,1.6335,0.5116,0.0461,0.9821,1
215,621.0,632.0,2086004.0,2086116.0,733.0,75.0,112.0,81625.0,98.0,127.0,1364.0,0.0,1.0,100.0,0.9106,0.405,0.0982,0.0081,0.1467,1.0,1.0,2.8651,1.0414,2.0492,0.9018,-0.13,0.998,1
216,806.0,828.0,300303.0,300316.0,125.0,35.0,18.0,16258.0,118.0,140.0,1372.0,0.0,1.0,40.0,0.793,0.5629,0.5909,0.016,0.6286,0.7222,0.0,2.0969,1.3424,1.1139,-0.4091,0.0161,0.4729,1
217,464.0,474.0,28542.0,28553.0,72.0,13.0,12.0,13094.0,168.0,198.0,1387.0,0.0,1.0,40.0,0.6691,0.3455,0.9091,0.0072,0.7692,0.9167,1.0,1.8573,1.0,1.0414,0.0909,0.4208,0.2173,0
218,39.0,734.0,684933.0,685134.0,16521.0,926.0,591.0,1992604.0,21.0,149.0,1400.0,0.0,1.0,40.0,0.0557,0.8817,0.2892,0.4964,0.7505,0.3401,0.0,4.218,2.842,2.3032,-0.7108,-0.0577,1.0,0
219,39.0,217.0,1803992.0,1804079.0,6816.0,333.0,162.0,699635.0,36.0,126.0,1358.0,0.0,1.0,40.0,0.0574,0.5599,0.4888,0.1311,0.5345,0.537,0.0,3.8335,2.2504,1.9395,-0.5112,-0.1981,1.0,0
220,1051.0,1063.0,168407.0,168485.0,414.0,57.0,78.0,36600.0,78.0,101.0,1360.0,0.0,1.0,200.0,0.4368,0.5577,0.1539,0.0088,0.2105,1.0,1.0,2.617,1.0792,1.8921,0.8461,-0.3093,0.9856,1
221,1066.0,1081.0,9670837.0,9670878.0,235.0,43.0,45.0,27135.0,106.0,127.0,1362.0,0.0,1.0,40.0,0.4126,0.6179,0.3659,0.011,0.3488,0.9111,1.0,2.3711,1.1761,1.6128,0.6342,-0.0979,0.8894,1
222,1373.0,1395.0,5971611.0,5971616.0,68.0,24.0,9.0,8685.0,115.0,143.0,1650.0,1.0,0.0,69.0,0.3091,0.3818,0.2273,0.0133,0.9167,0.5556,0.0,1.8325,1.3424,0.699,-0.7727,-0.0022,0.2173,1
223,1257.0,1275.0,180920.0,180939.0,160.0,55.0,32.0,19189.0,112.0,135.0,1356.0,0.0,1.0,40.0,0.1195,0.5322,0.9474,0.0133,0.3273,0.5938,1.0,2.2041,1.2553,1.2787,0.0526,-0.063,0.5659,1
224,1146.0,1162.0,581539.0,581546.0,74.0,19.0,12.0,6481.0,79.0,103.0,1358.0,1.0,0.0,300.0,0.2887,0.3393,0.4375,0.0118,0.8421,0.5833,0.0,1.8692,1.2041,0.8451,-0.5625,-0.3158,0.2195,1
225,41.0,219.0,2275954.0,2276025.0,6454.0,310.0,145.0,675659.0,40.0,127.0,1358.0,0.0,1.0,40.0,0.0604,0.4893,0.3989,0.1311,0.5742,0.4897,0.0,3.8098,2.2504,1.8513,-0.6011,-0.1821,1.0,0
226,43.0,195.0,1636571.0,1636729.0,13057.0,562.0,361.0,1507763.0,32.0,140.0,1404.0,0.0,1.0,40.0,0.0613,0.4563,0.962,0.1083,0.2705,0.4377,1.0,4.1158,2.1818,2.1987,0.038,-0.0979,1.0,0
227,0.0,14.0,971696.0,971813.0,949.0,43.0,118.0,76361.0,59.0,106.0,1687.0,1.0,0.0,80.0,0.0,0.4206,0.1197,0.0083,0.3256,0.9915,1.0,2.9773,1.1461,2.0682,0.8803,-0.3714,0.9999,1
228,238.0,287.0,315114.0,315142.0,671.0,91.0,39.0,86424.0,119.0,143.0,1360.0,0.0,1.0,40.0,0.35,0.5109,0.5714,0.036,0.5385,0.7179,0.0,2.8267,1.6902,1.4472,-0.4286,0.0062,0.9992,1
229,47.0,182.0,270999.0,271050.0,3786.0,196.0,102.0,391378.0,40.0,126.0,1362.0,0.0,1.0,40.0,0.069,0.4501,0.3778,0.0991,0.6888,0.5,0.0,3.5782,2.1303,1.7076,-0.6222,-0.1924,1.0,0
230,1299.0,1305.0,385532.0,385557.0,107.0,13.0,26.0,10888.0,96.0,111.0,1353.0,0.0,1.0,70.0,0.071,0.2867,0.24,0.0044,0.4615,0.9615,1.0,2.0294,0.7782,1.3979,0.76,-0.205,0.266,1
231,589.0,601.0,4201928.0,4201948.0,150.0,19.0,20.0,15635.0,81.0,126.0,1356.0,1.0,0.0,200.0,0.8687,0.375,0.6,0.0088,0.6316,1.0,1.0,2.1761,1.0792,1.301,0.4,-0.1857,0.3977,1
232,1135.0,1162.0,12416454.0,12416473.0,305.0,33.0,27.0,34579.0,80.0,127.0,1360.0,0.0,1.0,40.0,0.2912,0.4055,0.7037,0.0199,0.8182,0.7037,0.0,2.4843,1.4314,1.2787,-0.2963,-0.1143,0.803,1
233,1303.0,1344.0,33298.0,33323.0,452.0,44.0,26.0,42686.0,65.0,117.0,1366.0,0.0,1.0,175.0,0.0322,0.559,0.6098,0.03,0.9318,0.9615,0.0,2.6551,1.6128,1.3979,-0.3902,-0.2622,0.992,1
234,39.0,187.0,1480323.0,1480475.0,13309.0,500.0,310.0,1550152.0,31.0,143.0,1402.0,0.0,1.0,40.0,0.0556,0.4084,0.9737,0.1056,0.296,0.4903,1.0,4.1241,2.1703,2.1818,0.0263,-0.09,1.0,0
235,890.0,944.0,2008592.0,2008620.0,345.0,86.0,56.0,45673.0,123.0,143.0,1694.0,0.0,1.0,70.0,0.8855,0.7718,0.5185,0.0319,0.6279,0.5,0.0,2.5378,1.7324,1.4472,-0.4815,0.0343,0.9997,1
236,844.0,853.0,407114.0,407124.0,63.0,10.0,10.0,6207.0,78.0,114.0,1690.0,1.0,0.0,70.0,0.9905,0.3,0.9,0.0053,0.9,1.0,1.0,1.7993,0.9542,1.0,0.1,-0.2303,0.1954,1
237,395.0,443.0,2258772.0,2258779.0,226.0,50.0,18.0,25843.0,106.0,126.0,1360.0,0.0,1.0,40.0,0.5809,0.3274,0.1458,0.0353,0.96,0.3889,0.0,2.3541,1.6812,0.8451,-0.8542,-0.1066,0.556,1
238,1310.0,1316.0,2413168.0,2413186.0,60.0,16.0,19.0,7112.0,110.0,127.0,1352.0,0.0,1.0,40.0,0.0532,0.4444,0.3333,0.0044,0.375,0.9474,1.0,1.7781,0.7782,1.2553,0.6667,-0.074,0.215,1
239,39.0,68.0,1327718.0,1327750.0,539.0,94.0,63.0,68416.0,119.0,135.0,1402.0,0.0,1.0,40.0,0.0556,0.4192,0.9063,0.0207,0.3085,0.5079,1.0,2.7316,1.4624,1.5051,0.0938,-0.0083,0.9848,0
240,389.0,406.0,516427.0,516436.0,67.0,22.0,16.0,8596.0,120.0,143.0,1362.0,0.0,1.0,40.0,0.5712,0.5621,0.5294,0.0125,0.7727,0.5625,0.0,1.8261,1.2305,0.9542,-0.4706,0.0023,0.2699,1
241,1051.0,1064.0,1314158.0,1314195.0,375.0,25.0,37.0,38401.0,48.0,134.0,1353.0,0.0,1.0,70.0,0.4272,0.2204,0.3514,0.0096,0.52,1.0,1.0,2.574,1.1139,1.5682,0.6486,-0.2,0.767,1
242,237.0,252.0,109868.0,109903.0,301.0,42.0,35.0,29002.0,89.0,103.0,1692.0,0.0,1.0,300.0,0.2801,0.4267,0.4286,0.0089,0.3571,1.0,1.0,2.4786,1.1761,1.5441,0.5714,-0.2473,0.8153,1
243,41.0,212.0,2421444.0,2421508.0,5544.0,295.0,159.0,579951.0,43.0,125.0,1358.0,0.0,1.0,40.0,0.0604,0.4934,0.3743,0.1259,0.5797,0.4025,0.0,3.7438,2.233,1.8062,-0.6257,-0.1827,1.0,0
244,244.0,261.0,184455.0,184498.0,460.0,49.0,44.0,46972.0,86.0,111.0,1692.0,0.0,1.0,300.0,0.2884,0.3707,0.3954,0.01,0.3469,0.9773,1.0,2.6628,1.2305,1.6335,0.6047,-0.2022,0.9457,1
245,249.0,277.0,325780.0,325796.0,273.0,54.0,22.0,35033.0,119.0,141.0,1360.0,0.0,1.0,40.0,0.3662,0.3906,0.5714,0.0206,0.5185,0.7273,0.0,2.4362,1.4472,1.2041,-0.4286,0.0026,0.7254,1
246,0.0,14.0,1007200.0,1007319.0,996.0,45.0,120.0,78978.0,59.0,106.0,1687.0,1.0,0.0,80.0,0.0,0.4022,0.1177,0.0083,0.3111,0.9917,1.0,2.9983,1.1461,2.0756,0.8824,-0.3805,0.9999,1
247,824.0,832.0,928256.0,928264.0,53.0,9.0,8.0,9033.0,158.0,181.0,1387.0,0.0,1.0,40.0,0.8003,0.1719,1.0,0.0058,0.8889,1.0,0.5,1.7243,0.9031,0.9031,0.0,0.3315,0.1696,0
248,271.0,291.0,1488866.0,1488885.0,204.0,38.0,22.0,23155.0,105.0,126.0,1362.0,0.0,1.0,40.0,0.3979,0.4632,0.95,0.0147,0.5263,0.8636,0.0,2.3096,1.301,1.2787,-0.05,-0.1132,0.6268,1
249,1023.0,1050.0,949856.0,949874.0,209.0,62.0,37.0,28592.0,121.0,151.0,1370.0,1.0,0.0,69.0,0.4672,0.57,0.6667,0.0197,0.4355,0.4865,0.0,2.3201,1.4314,1.2553,-0.3333,0.0688,0.7729,1
250,79.0,86.0,2887095.0,2887114.0,86.0,17.0,19.0,9690.0,102.0,123.0,1350.0,1.0,0.0,70.0,0.117,0.3534,0.3684,0.0052,0.4118,1.0,1.0,1.9345,0.8451,1.2787,0.6316,-0.1197,0.2445,1
251,919.0,928.0,578380.0,578392.0,88.0,10.0,13.0,14808.0,148.0,182.0,1387.0,0.0,1.0,40.0,0.6619,0.1852,0.75,0.0065,0.9,0.9231,1.0,1.9445,0.9542,1.0792,0.25,0.3146,0.215,0
252,0.0,225.0,344016.0,344225.0,25473.0,992.0,578.0,3061597.0,23.0,148.0,1400.0,0.0,1.0,40.0,0.0,0.4583,0.9289,0.1607,0.2268,0.3616,0.0,4.4061,2.3522,2.3201,-0.0711,-0.061,1.0,0
253,630.0,649.0,5015327.0,5015357.0,249.0,32.0,31.0,17250.0,49.0,87.0,1356.0,1.0,0.0,200.0,0.9292,0.5632,0.6333,0.014,0.5938,0.9677,1.0,2.3962,1.2787,1.4771,0.3667,-0.4588,0.8563,1
254,1376.0,1384.0,3467552.0,3467567.0,64.0,14.0,15.0,6761.0,91.0,116.0,1690.0,1.0,0.0,60.0,0.3621,0.4667,0.5333,0.0047,0.5714,1.0,1.0,1.8062,0.9031,1.1761,0.4667,-0.1747,0.2288,1
255,41.0,222.0,564200.0,564395.0,17977.0,796.0,513.0,2144244.0,24.0,143.0,1402.0,0.0,1.0,40.0,0.0585,0.4907,0.9282,0.1291,0.2274,0.3801,1.0,4.2547,2.2577,2.29,0.0718,-0.0681,1.0,0
256,39.0,212.0,1299230.0,1299402.0,11875.0,657.0,387.0,1375431.0,32.0,143.0,1398.0,0.0,1.0,40.0,0.0558,0.6009,0.9942,0.1238,0.2633,0.4444,0.0,4.0746,2.238,2.2355,-0.0058,-0.0951,1.0,0
257,436.0,453.0,1120537.0,1120571.0,369.0,18.0,34.0,41469.0,52.0,148.0,1687.0,0.0,1.0,150.0,0.5169,0.3616,0.5,0.0101,0.9444,1.0,1.0,2.567,1.2305,1.5315,0.5,-0.122,0.8627,1
258,138.0,151.0,1733458.0,1733471.0,102.0,15.0,13.0,10855.0,95.0,118.0,1650.0,1.0,0.0,70.0,0.1673,0.3965,1.0,0.0079,0.8667,1.0,0.5,2.0086,1.1139,1.1139,0.0,-0.1686,0.2914,1
259,775.0,783.0,1370789.0,1370812.0,111.0,16.0,23.0,13374.0,110.0,134.0,1358.0,0.0,1.0,40.0,0.8468,0.3967,0.3478,0.0059,0.5,1.0,1.0,2.0453,0.9031,1.3617,0.6522,-0.0587,0.3125,1
260,41.0,207.0,2336275.0,2336344.0,5724.0,277.0,162.0,588321.0,37.0,124.0,1356.0,0.0,1.0,40.0,0.0605,0.5003,0.4157,0.1224,0.5993,0.4259,0.0,3.7577,2.2201,1.8389,-0.5843,-0.197,1.0,0
261,767.0,784.0,45270.0,45288.0,182.0,22.0,18.0,14763.0,72.0,93.0,1630.0,0.0,1.0,140.0,0.9411,0.4052,0.9444,0.0104,0.7727,1.0,1.0,2.2601,1.2305,1.2553,0.0556,-0.3663,0.5063,1
262,832.0,848.0,712437.0,712446.0,67.0,29.0,12.0,8140.0,102.0,141.0,1692.0,1.0,0.0,143.0,0.9834,0.5347,0.5625,0.0095,0.5517,0.75,0.0,1.8261,1.2041,0.9542,-0.4375,-0.0508,0.2583,1
263,1021.0,1036.0,754445.0,754492.0,294.0,51.0,49.0,39987.0,127.0,157.0,1372.0,0.0,1.0,40.0,0.4898,0.583,0.3192,0.0109,0.2941,0.9592,1.0,2.4683,1.1761,1.6721,0.6809,0.0626,0.9361,1
264,1317.0,1327.0,222011.0,222032.0,145.0,16.0,21.0,13334.0,67.0,118.0,1650.0,1.0,0.0,100.0,0.3915,0.3095,0.4762,0.0061,0.625,1.0,1.0,2.1614,1.0,1.3222,0.5238,-0.2816,0.3509,1
265,0.0,12.0,430948.0,430980.0,304.0,18.0,32.0,34142.0,90.0,133.0,1687.0,0.0,1.0,200.0,0.0,0.2083,0.375,0.0071,0.6667,1.0,1.0,2.4829,1.0792,1.5051,0.625,-0.1226,0.633,1
266,39.0,216.0,2854357.0,2854430.0,6450.0,276.0,143.0,669129.0,43.0,119.0,1358.0,0.0,1.0,40.0,0.0574,0.5008,0.4124,0.1303,0.6413,0.5105,0.0,3.8096,2.248,1.8633,-0.5876,-0.1895,1.0,0
267,1361.0,1380.0,183725.0,183734.0,103.0,28.0,13.0,10477.0,95.0,111.0,1690.0,0.0,1.0,70.0,0.3669,0.3977,0.4737,0.0112,0.6786,0.6923,0.0,2.0128,1.2787,0.9542,-0.5263,-0.2053,0.2942,1
268,945.0,956.0,508640.0,508650.0,85.0,12.0,10.0,14041.0,139.0,181.0,1387.0,0.0,1.0,40.0,0.6215,0.2273,0.9091,0.0079,0.9167,1.0,0.0,1.9294,1.0414,1.0,-0.0909,0.2905,0.2173,0
269,936.0,944.0,639848.0,639857.0,65.0,9.0,9.0,11132.0,161.0,182.0,1387.0,0.0,1.0,40.0,0.6388,0.0972,0.8889,0.0058,0.8889,1.0,1.0,1.8129,0.9031,0.9542,0.1111,0.338,0.1773,0
270,1327.0,1332.0,1647908.0,1647954.0,144.0,20.0,47.0,17271.0,110.0,132.0,1354.0,0.0,1.0,40.0,0.0325,0.3739,0.1087,0.0037,0.25,0.9787,1.0,2.1584,0.699,1.6628,0.8913,-0.063,0.3819,1
271,1333.0,1343.0,1638648.0,1638668.0,147.0,22.0,20.0,15513.0,91.0,127.0,1690.0,1.0,0.0,70.0,0.4107,0.265,0.5,0.0059,0.4545,1.0,1.0,2.1673,1.0,1.301,0.5,-0.1755,0.3359,1
272,18.0,40.0,2133912.0,2133915.0,54.0,22.0,3.0,6479.0,87.0,158.0,1692.0,1.0,0.0,70.0,0.0213,0.1818,0.1364,0.013,1.0,1.0,0.0,1.7324,1.3424,0.4771,-0.8636,-0.0626,0.1715,1
273,100.0,175.0,909876.0,909953.0,1923.0,227.0,139.0,241083.0,116.0,140.0,1356.0,0.0,1.0,40.0,0.1475,0.667,0.974,0.0553,0.3304,0.554,1.0,3.284,1.8751,1.8865,0.026,-0.0206,1.0,0
274,621.0,633.0,2095554.0,2095693.0,975.0,107.0,141.0,121633.0,108.0,140.0,1364.0,0.0,1.0,100.0,0.9106,0.4155,0.0863,0.0088,0.1121,0.9858,1.0,2.989,1.0792,2.143,0.9137,-0.0254,0.9999,1
275,779.0,923.0,4662945.0,4662964.0,981.0,187.0,105.0,111196.0,97.0,134.0,1360.0,1.0,0.0,100.0,0.6427,0.6414,0.1319,0.1059,0.77,0.181,0.0,2.9917,2.1584,1.2787,-0.8681,-0.1145,1.0,1
276,823.0,830.0,176554.0,176567.0,74.0,12.0,13.0,6557.0,76.0,102.0,1652.0,1.0,0.0,100.0,0.9952,0.1868,0.5385,0.0042,0.5833,1.0,1.0,1.8692,0.8451,1.1139,0.4615,-0.3077,0.1965,1
277,1299.0,1306.0,336968.0,336982.0,54.0,9.0,14.0,6167.0,106.0,127.0,1358.0,1.0,0.0,100.0,0.0766,0.449,0.5,0.0052,0.7778,1.0,1.0,1.7324,0.8451,1.1461,0.5,-0.1078,0.204,1
278,48.0,174.0,260349.0,260396.0,3661.0,184.0,87.0,380538.0,43.0,127.0,1358.0,0.0,1.0,40.0,0.0707,0.3818,0.373,0.0928,0.6848,0.5402,0.0,3.5636,2.1004,1.6721,-0.627,-0.1879,1.0,0
279,189.0,203.0,238753.0,238766.0,63.0,20.0,14.0,8140.0,118.0,141.0,1364.0,0.0,1.0,40.0,0.2771,0.6539,0.9286,0.0103,0.7,0.9286,0.0,1.7993,1.1461,1.1139,-0.0714,0.0094,0.3097,1
280,331.0,347.0,2077064.0,2077074.0,88.0,17.0,11.0,10515.0,111.0,132.0,1692.0,1.0,0.0,70.0,0.3913,0.45,0.625,0.0095,0.9412,0.9091,0.0,1.9445,1.2041,1.0,-0.375,-0.0665,0.2792,1
281,97.0,107.0,2770166.0,2770177.0,70.0,19.0,14.0,8127.0,104.0,127.0,1356.0,1.0,0.0,70.0,0.1431,0.3636,0.9091,0.0074,0.5263,0.7857,1.0,1.8451,1.0,1.0414,0.0909,-0.093,0.2173,1
282,39.0,214.0,2350467.0,2350536.0,6472.0,243.0,129.0,673434.0,44.0,124.0,1356.0,0.0,1.0,40.0,0.0575,0.464,0.3943,0.1291,0.7202,0.5349,0.0,3.811,2.243,1.8389,-0.6057,-0.1871,1.0,0
283,68.0,206.0,7754878.0,7754931.0,4396.0,179.0,100.0,474761.0,68.0,127.0,1358.0,0.0,1.0,40.0,0.1001,0.399,0.3841,0.1016,0.771,0.53,0.0,3.6431,2.1399,1.7243,-0.6159,-0.1563,1.0,0
284,41.0,197.0,1512277.0,1512467.0,14309.0,793.0,469.0,1661835.0,31.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.5172,0.821,0.1113,0.1967,0.4051,1.0,4.1556,2.1931,2.2787,0.1789,-0.0927,1.0,0
285,926.0,935.0,675316.0,675327.0,63.0,9.0,11.0,10518.0,156.0,180.0,1387.0,0.0,1.0,40.0,0.6518,0.3636,0.8182,0.0065,1.0,1.0,1.0,1.7993,0.9542,1.0414,0.1818,0.3043,0.2051,0
286,485.0,493.0,1105756.0,1105768.0,75.0,11.0,12.0,8268.0,91.0,125.0,1696.0,0.0,1.0,60.0,0.5719,0.2188,0.6667,0.0047,0.7273,1.0,1.0,1.8751,0.9031,1.0792,0.3333,-0.1388,0.2018,1
287,127.0,136.0,503783.0,503796.0,68.0,13.0,13.0,7873.0,102.0,134.0,1354.0,0.0,1.0,40.0,0.1876,0.4188,0.6923,0.0066,0.6923,1.0,1.0,1.8325,0.9542,1.1139,0.3077,-0.0955,0.2253,1
288,1328.0,1334.0,1772580.0,1772598.0,64.0,14.0,19.0,7486.0,111.0,126.0,1358.0,0.0,1.0,40.0,0.0353,0.4074,0.3333,0.0044,0.4286,0.9474,1.0,1.8062,0.7782,1.2553,0.6667,-0.0862,0.215,1
289,41.0,216.0,2985655.0,2985724.0,7003.0,252.0,138.0,734568.0,40.0,127.0,1356.0,0.0,1.0,40.0,0.0605,0.42,0.3943,0.1291,0.6944,0.5,0.0,3.8453,2.243,1.8389,-0.6057,-0.1805,1.0,0
290,1543.0,1562.0,1312943.0,1312948.0,51.0,21.0,9.0,5843.0,102.0,127.0,1652.0,1.0,0.0,69.0,0.109,0.4632,0.2632,0.0115,0.9048,0.5556,0.0,1.7076,1.2787,0.699,-0.7368,-0.1049,0.2007,1
291,41.0,184.0,356230.0,356279.0,4331.0,178.0,108.0,450619.0,45.0,126.0,1360.0,0.0,1.0,40.0,0.0603,0.3819,0.3427,0.1051,0.8034,0.4537,0.0,3.6366,2.1553,1.6902,-0.6573,-0.1872,1.0,0
292,39.0,215.0,2109173.0,2109236.0,6763.0,277.0,151.0,706929.0,42.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.3901,0.358,0.1296,0.6354,0.4172,0.0,3.8301,2.2455,1.7993,-0.6421,-0.1834,1.0,0
293,328.0,335.0,322285.0,322292.0,33.0,8.0,7.0,3806.0,102.0,134.0,1688.0,1.0,0.0,150.0,0.3886,0.3265,1.0,0.0041,0.875,1.0,0.5,1.5185,0.8451,0.8451,0.0,-0.099,0.156,1
294,281.0,339.0,2295428.0,2295433.0,122.0,58.0,13.0,14877.0,116.0,134.0,1356.0,0.0,1.0,40.0,0.4144,0.5793,0.0862,0.0428,1.0,0.3846,0.0,2.0864,1.7634,0.699,-0.9138,-0.0473,0.4796,1
295,1273.0,1283.0,167280.0,167335.0,313.0,33.0,58.0,29386.0,86.0,103.0,1353.0,0.0,1.0,185.0,0.1035,0.4309,0.1818,0.0074,0.303,0.9483,1.0,2.4955,1.0,1.7404,0.8182,-0.2665,0.8391,1
296,9.0,20.0,1214727.0,1214748.0,140.0,13.0,23.0,14835.0,82.0,124.0,1373.0,0.0,1.0,40.0,0.0131,0.3939,0.5238,0.008,0.8461,0.913,1.0,2.1461,1.0414,1.3222,0.4762,-0.1722,0.3834,1
297,1421.0,1448.0,5921344.0,5921348.0,81.0,28.0,9.0,10329.0,113.0,141.0,1650.0,1.0,0.0,69.0,0.2448,0.25,0.1481,0.0164,0.9643,0.4444,0.0,1.9085,1.4314,0.6021,-0.8518,-0.0038,0.215,1
298,214.0,226.0,238008.0,238020.0,113.0,12.0,12.0,11369.0,86.0,115.0,1687.0,1.0,0.0,80.0,0.2537,0.2153,1.0,0.0071,1.0,1.0,0.5,2.0531,1.0792,1.0792,0.0,-0.214,0.2583,1
299,39.0,214.0,1277926.0,1278089.0,13553.0,708.0,424.0,1567858.0,30.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5249,0.9314,0.125,0.2472,0.3844,0.0,4.132,2.243,2.2122,-0.0686,-0.0962,1.0,0
300,39.0,212.0,2233368.0,2233436.0,6310.0,290.0,151.0,658162.0,41.0,125.0,1356.0,0.0,1.0,40.0,0.0575,0.4636,0.3931,0.1276,0.5965,0.4503,0.0,3.8,2.238,1.8325,-0.6069,-0.1851,1.0,0
301,42.0,53.0,141291.0,141311.0,135.0,19.0,20.0,7015.0,36.0,71.0,1356.0,1.0,0.0,300.0,0.0619,0.3864,0.55,0.0081,0.5789,1.0,1.0,2.1303,1.0414,1.301,0.45,-0.594,0.3663,1
302,39.0,194.0,1821207.0,1821379.0,13203.0,608.0,375.0,1515722.0,35.0,141.0,1402.0,0.0,1.0,40.0,0.0556,0.5048,0.9012,0.1106,0.2549,0.4587,1.0,4.1207,2.1903,2.2355,0.0988,-0.1031,1.0,0
303,1327.0,1332.0,1432108.0,1432144.0,105.0,14.0,36.0,12615.0,111.0,135.0,1354.0,0.0,1.0,40.0,0.0325,0.4167,0.1389,0.0037,0.3571,1.0,1.0,2.0212,0.699,1.5563,0.8611,-0.0614,0.3068,1
304,860.0,866.0,10624922.0,10624934.0,49.0,9.0,13.0,5907.0,115.0,132.0,1360.0,0.0,1.0,40.0,0.7265,0.3194,0.5,0.0044,0.6667,0.9231,1.0,1.6902,0.7782,1.0792,0.5,-0.0582,0.1773,1
305,1674.0,1682.0,570234.0,570244.0,35.0,14.0,10.0,2388.0,51.0,87.0,1686.0,1.0,0.0,150.0,0.0047,0.5625,0.8,0.0047,0.5714,1.0,1.0,1.5441,0.9031,1.0,0.2,-0.467,0.1852,1
306,39.0,216.0,2648545.0,2648612.0,6309.0,269.0,140.0,660758.0,45.0,127.0,1358.0,0.0,1.0,40.0,0.0574,0.468,0.3785,0.1303,0.658,0.4786,0.0,3.8,2.248,1.8261,-0.6215,-0.1818,1.0,0
307,905.0,916.0,1046618.0,1046624.0,41.0,12.0,7.0,4162.0,88.0,117.0,1687.0,1.0,0.0,100.0,0.914,0.3788,0.5454,0.0065,0.9167,0.8571,0.0,1.6128,1.0414,0.7782,-0.4545,-0.2069,0.1715,1
308,39.0,190.0,1735985.0,1736165.0,11355.0,639.0,388.0,1299720.0,31.0,141.0,1402.0,0.0,1.0,40.0,0.0556,0.5822,0.8389,0.1077,0.2363,0.4639,1.0,4.0552,2.179,2.2553,0.1611,-0.1058,1.0,0
309,0.0,8.0,464503.0,464538.0,189.0,18.0,35.0,21380.0,99.0,127.0,1687.0,0.0,1.0,200.0,0.0,0.325,0.2286,0.0047,0.4444,1.0,1.0,2.2765,0.9031,1.5441,0.7714,-0.1162,0.463,1
310,85.0,209.0,7275798.0,7275852.0,4239.0,150.0,76.0,456305.0,65.0,127.0,1358.0,0.0,1.0,40.0,0.1252,0.3669,0.4355,0.0913,0.8267,0.7105,0.0,3.6273,2.0934,1.7324,-0.5645,-0.159,1.0,0
311,1603.0,1613.0,1995544.0,1995586.0,308.0,25.0,42.0,22991.0,55.0,94.0,1656.0,1.0,0.0,80.0,0.0519,0.2667,0.2381,0.006,0.4,1.0,1.0,2.4885,1.0,1.6233,0.7619,-0.4168,0.6868,1
312,238.0,354.0,87744.0,87794.0,3288.0,191.0,114.0,260660.0,36.0,103.0,1664.0,0.0,1.0,40.0,0.2861,0.4331,0.431,0.0697,0.6073,0.4386,0.0,3.5169,2.0645,1.699,-0.569,-0.3807,1.0,0
313,253.0,265.0,220228.0,220253.0,200.0,30.0,25.0,18651.0,66.0,108.0,1692.0,0.0,1.0,300.0,0.2991,0.3333,0.48,0.0071,0.4,1.0,1.0,2.301,1.0792,1.3979,0.52,-0.2715,0.4963,1
314,39.0,218.0,1495267.0,1495336.0,7250.0,268.0,141.0,746545.0,40.0,119.0,1356.0,0.0,1.0,40.0,0.0575,0.413,0.3855,0.132,0.6679,0.4894,0.0,3.8603,2.2529,1.8389,-0.6145,-0.1955,1.0,0
315,995.0,1002.0,66318.0,66328.0,45.0,8.0,10.0,4552.0,93.0,118.0,1358.0,0.0,1.0,130.0,0.5243,0.3571,0.7,0.0052,0.875,1.0,1.0,1.6532,0.8451,1.0,0.3,-0.2097,0.1753,1
